"reviewer","authortype","logsales_10wk_cor","logsales_total_cor","rev_sd","rev_median","median_logsale_total","median_logsale_10wk","numscore"
"StarlessBB","user",-0.121929804808453,-0.119755938785757,2.95419578350399,5,12.7217774007528,11.7502741108491,12
"Jon-Ryo","user",-0.122395328001703,-0.0572043885479943,1.98885785202351,7,14.2276208710425,13.0175138422848,10
"Spielberg00","user",-0.127407165888323,-0.218542889352991,1.93061459832685,7.5,13.4297414048755,12.2413235820907,12
"ColdHardTruth","user",-0.12744562701959,-0.0270617686205266,1.03279555898864,7,13.8643016745142,12.2242268561102,15
"Dave","user",-0.132800671372559,-0.12908257461349,2.99816793876043,9,14.4528571813157,12.6772192877211,14
"DanA.","user",-0.133361565542988,-0.282683629689475,0.750757193529548,9,13.9016891716361,12.2210991795468,11
"Ravenous","user",-0.136982221299153,0.154293372557117,4.40660661032748,7,14.2269406388127,13.2751399718906,11
"410MaXiMuS","user",-0.137480552686532,-0.0551008180482547,2.48268860110536,10,12.7367038377645,11.6305040352806,19
"Steve","user",-0.14084266798432,-0.288165343437225,2.95478751025674,8,14.6219868702597,12.4008043765675,13
"tigger","user",-0.142866823419474,-0.0256399577184592,1.56190922897601,9,13.5144068165308,12.5132521516525,14
"CursedKnight187","user",-0.142877400610944,0.0985166502032874,2.53908835942542,9,15.1399297813235,13.6929597997599,12
"JamesSteal","user",-0.145130102042805,-0.019095762094517,3.93064880140671,2,14.5480753641739,13.3730789712974,16
"SpunkyMonkey","user",-0.14552742757334,-0.184084971149798,2.85073090043004,7,13.3190612872637,12.0851133083221,25
"JabbaTheSlush","user",-0.153000036786951,-0.0494586736288486,3.57116882172304,3,13.3847291803322,12.3652833589104,22
"MichaelL.","user",-0.156353353539974,-0.127793649354317,1.68954001270922,9,14.3721630761309,11.9174308876713,11
"G_Mackzy","user",-0.156620668636729,-0.203247214171644,1.99357943768463,7,12.9715428132484,11.4876179133436,13
"ChrisS.","user",-0.160001482649257,-0.060812717531266,3.12682846940095,9,13.6529928049364,12.0045071053695,22
"DavidL.","user",-0.160440225880352,-0.440719172220782,3.65756445982539,7.5,13.7746896051101,11.4716554534387,10
"Welterweight426","user",-0.164409142944793,-0.11515416454088,1.49747261825525,7.5,13.34726544551,11.40536580113,12
"DaveH","user",-0.164651545549647,-0.254387647271977,3.06989290110297,9,15.090670733917,13.458432917619,12
"davidcraig","user",-0.166040636716194,-0.0692323934172826,2.87344160662204,9,14.4520319235864,12.7908995718056,25
"thejonez","user",-0.166044659456761,-0.289844359225239,2.18326971917504,7.5,13.6529928049364,11.3478267400718,10
"MikeR.","user",-0.1707845101992,-0.192682198003245,2.22111083319436,9.5,13.4150344839033,11.3180656314782,10
"BOSTONJOHN32","user",-0.172006260518848,-0.146508230436434,2.49761791275112,9,13.9934386989278,12.4966866482834,15
"Dan","user",-0.17641667775694,-0.253673071849777,2.3215740096652,8,13.6860615624945,11.899032731943,17
"JonathanS.","user",-0.18408747470276,-0.266279035516411,3.9665266081716,7,13.5410750280511,12.2731142812609,10
"mongoman","user",-0.185899424137016,-0.250496638354462,2.55603860169078,7.5,13.1993262703906,11.9161747867026,16
"JamesM","user",-0.185916314933049,-0.146675203292857,2.69342634102837,8,14.5605680811379,12.4978300556745,11
"DaveR.","user",-0.186439711998641,-0.440993328049484,1.74945879077104,9,13.5144068165308,12.1230388022006,12
"PaulC.","user",-0.187955731377153,-0.152170118336794,2.69121665029472,9,12.5776396502326,10.0405066061942,17
"Tommy758","user",-0.188184534032037,-0.301081408104614,1.54954796669832,7.5,14.0464340758375,13.2335182048223,14
"Cale","user",-0.18860981389257,-0.245789131896905,2.30126776654377,6,13.2417161341119,11.4511230852879,16
"asylumspadez","user",-0.190195547750461,0.0990493482787008,3.17876944168631,7,14.7536072134523,13.5235891766492,18
"JamesH.","user",-0.192715175808691,-0.0143860600900407,2.26149930023587,8.5,13.5342769545306,11.3719514285235,18
"GamerOfGames","user",-0.193936439416051,-0.241502425084436,1.67561699313784,9,15.8785687474584,13.6182028679216,13
"JRcade","user",-0.200339495126949,-0.194341899804764,1.64654520469713,6.5,13.6762496400554,11.8747590800551,10
"mrmonster","user",-0.201209919424918,-0.165762891503973,3.11006665843082,7,13.5790679334015,12.0814046255034,19
"JudgeMental","user",-0.202006894662772,-0.406296835153477,2.61952376624164,7,13.399996629153,11.7685594394531,21
"JohnS.","user",-0.204444397745808,-0.165490153181133,3.43187671366233,8.5,14.0103824613939,12.4420993493496,36
"IanR.","user",-0.20551354207527,-0.215575331348862,3.17804971641414,8,14.5036456992131,12.7205625476208,10
"Snipestrifer","user",-0.205576757206306,-0.114538196716017,2.16591238756055,9,14.7741266356869,13.6409899809845,17
"ERR0RMACR0","user",-0.205916795446636,-0.171453706819435,2.73459722409388,9,14.5480753641739,12.8871292879358,14
"Ryan","user",-0.206828732586622,-0.239348937151041,3.15995160052287,9,13.2807913213928,11.6791182478859,17
"Oxcart","user",-0.207891726821394,-0.163525651325413,2.82453925057203,8,13.6308487424952,11.6143141868246,14
"MarkB.","user",-0.209031256277856,-0.0531340015386763,2.600699206682,8,12.8338833352057,11.8125430576127,11
"andrewrox","user",-0.209261245510986,-0.0486864328083149,2.19848432637882,10,14.3343049466174,12.6065017609536,13
"Locimento","user",-0.21166582113329,-0.279143423293077,1.73160663502469,8,13.3431670751354,12.2579493486497,26
"GodBleeder","user",-0.215513882544627,-0.28945210509933,2.17503315624595,7,13.180634172319,11.5710151117448,14
"Ross87","user",-0.219866723095756,-0.309581540916336,1.13529242439509,9,14.6261942442779,13.4665647037055,10
"aspentitan","user",-0.227700112738217,-0.102814564699136,1.70800855767256,7,13.180634172319,11.711554987747,57
"viegasn","user",-0.228950380607897,0.103660505151043,2.82168473822019,7,13.1993262703906,11.1237125712477,21
"DC","user",-0.231964034116961,-0.172121772451686,3.60450055381106,10,13.7746896051101,12.2731142812609,12
"Shierzhi","user",-0.232245444348129,-0.430844262278631,1.3703203194063,8.5,13.1205621368313,11.3688795147603,10
"koolkris200","user",-0.236536556055453,-0.286588378354166,2.64181124735789,10,13.4730216574672,11.9544974689717,33
"MattM.","user",-0.239756314777977,-0.142549605978848,2.13574425172396,9,13.8130555407074,11.9349451603886,19
"JeffC.","user",-0.239779406622397,-0.0747412963636656,2.90004420832794,8,13.8893765715329,12.5741059840702,13
"NickS.","user",-0.240261391044891,-0.0537803482473282,1.30088727117598,9,13.1085772139111,11.3154643936205,13
"PhilG","user",-0.241787069385162,-0.504977128337291,3.02030167735315,9,13.7850523814069,12.8200169739725,10
"MaxxSwan13","user",-0.245801532281846,-0.525342490115571,2.36852065853142,10,13.5008011829866,12.3161057277265,14
"oblivion2011","user",-0.251556651086007,-0.397862223070442,1.16774841624228,8,13.1615860136327,11.9119700052755,11
"MattF.","user",-0.251688172062899,-0.158745127559803,1.72887564301513,8,14.4219426889141,12.8717351092694,14
"Mrmoobs","user",-0.25288335046866,-0.1296019937648,2.27469611690055,8,13.5270293138448,11.7474320073482,12
"SkizDriz","user",-0.258218573906663,-0.189008051895903,3.23865541373097,6.5,13.353476685668,12.2718697493202,10
"HagenM","user",-0.2621058851089,-0.323087257153218,2.94183816086233,8,13.493714236999,12.2540583262997,17
"Harry210","user",-0.266140307335315,-0.121719399046037,0.954584665735822,8.5,14.2729360379143,12.1332384771285,24
"Bigredd77","user",-0.268050934241763,-0.234823110477166,3.11025468579766,7,13.3210814853934,11.9244039993768,20
"bugbear1","user",-0.281282019914918,-0.207923038548773,3.02843665468317,4,12.9239148777019,11.2050542905506,15
"Tom","user",-0.281923000937771,-0.136827225945247,3.20385796850499,9,13.8438906980401,12.1950780145168,17
"AramisG.","user",-0.28348273049232,-0.0484728664473161,1.83195540504146,8,13.5076039997587,11.7132659927482,12
"rubin","user",-0.287729212567841,-0.363069222716754,1.94828984838841,7.5,13.8602033261854,11.4245033779896,16
"MattS.","user",-0.287836667478427,-0.307163898117308,3.03015151136345,8,13.8779459889691,11.7724301313127,23
"AaronB.","user",-0.288309084249395,-0.143711602494219,3.06231575409489,8.5,14.279245203127,12.836074999975,10
"VidsRule","user",-0.295310156388041,-0.256956863009417,3.14965734549421,6,13.4027438919251,12.0833638472141,38
"JS","user",-0.296485244648383,-0.615494402810232,2.4936282437809,9,12.6914651817561,11.3420605292742,11
"Radeen","user",-0.302089140684932,-0.474719629380189,1.21573927222163,6,13.0351888743057,11.0593338963645,14
"coldcalculated","user",-0.302904044988164,-0.0914441795854448,1.47437755469526,8,14.3223287627422,12.9023374612114,27
"David","user",-0.31274152414776,-0.266994561850249,3.32665998663324,9,13.9978329480912,12.3618619820259,15
"Human","user",-0.31514823203226,-0.289369648464481,1.80475562255471,7,14.4986079077211,12.7498493694359,15
"AlexR.","user",-0.324263407244591,-0.497452297761865,0.750757193529548,9,13.9777474215912,12.716727727623,11
"Wheezy247","user",-0.325691943422935,-0.0972727143854225,1.00820807201863,8.5,13.7642183162077,12.1621468809618,14
"LiquidGamer","user",-0.329641231205294,-0.363010633796116,1.81920966618029,7,12.6214423897209,11.7118821469691,22
"FatherDoom","user",-0.330438313530893,-0.472910558611405,2.93906366690061,8,13.0815434662152,11.7311931485377,15
"Ps3blaze22","user",-0.336445375918447,-0.260824780162187,1.58113883008419,10,13.6967002503995,12.5170018377773,40
"McBain17","user",-0.338397091445965,-0.323137330353993,3.15399943219726,7.5,13.3041307382911,11.7467452489345,18
"Qwik","user",-0.341152659347516,-0.271098169709293,2.20100986922922,7,13.6164656094839,12.5693585752482,10
"AndrewG.","user",-0.345101592904481,-0.257099766103856,1.44115338424578,8,14.2129116503557,12.4128508949233,13
"ChrisR.","user",-0.351157660600749,-0.277714536516719,3.4509550720186,9,13.4572017228419,11.9844022405752,12
"ColinC","user",-0.351511361073169,-0.038347300673384,1.85047086554812,8,13.5278298188449,11.5460700635625,12
"CodyB.","user",-0.352636464574782,-0.109938981073416,3.20525883674413,10,14.2283221105265,12.7828866538278,20
"pre_-cision-_","user",-0.360475445270705,-0.256737275499682,2.73727000108201,9,13.2442302410239,12.2639011395391,17
"anonymous","user",-0.371321558731096,-0.393337271321775,3.45859867025718,8,13.7173217084013,12.0585765324785,21
"baddeadtaste","user",-0.381748580211176,-0.291413591435413,2.05554730553075,9,13.8412381771017,12.5525399126313,14
"RicochetPhoenix","user",-0.38340419451496,-0.461159463016076,3.12855857990206,9.5,13.443502296604,11.6879385941964,12
